num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
53.0,134.0,109.0,249.0,919.0,37600435.0,Action|Adventure|Romance|Thriller,55350,1695,3.0,180.0,PG-13,55000000.0,1995.0,303.0,5.9,0
91.0,148.0,72.0,99.0,582.0,39251128.0,Drama|History|Romance,31080,804,2.0,217.0,PG-13,75000000.0,1999.0,103.0,6.7,0
284.0,110.0,763.0,222.0,15000.0,83503161.0,Action|Drama|Fantasy|Romance,138190,16691,1.0,405.0,R,75000000.0,2011.0,1000.0,6.1,30000
152.0,113.0,17.0,759.0,87000.0,34636443.0,Action|Crime|Drama|Mystery|Thriller,93790,103354,0.0,288.0,R,52000000.0,2005.0,13000.0,6.6,0
131.0,94.0,383.0,886.0,13000.0,22751979.0,Action|Adventure|Animation|Family|Sci-Fi,52244,15857,0.0,377.0,PG,75000000.0,2000.0,1000.0,6.6,0
132.0,116.0,41.0,541.0,11000.0,30013346.0,Action|Comedy|Crime|Thriller,31293,14028,2.0,254.0,PG-13,75000000.0,2003.0,982.0,5.3,648
67.0,99.0,545.0,533.0,933.0,14567883.0,Action|Drama|Sci-Fi,44248,2542,1.0,373.0,R,75000000.0,1998.0,722.0,6.0,0
74.0,93.0,253.0,637.0,3000.0,5409517.0,Animation|Comedy|Fantasy,14280,5580,0.0,171.0,PG-13,75000000.0,2001.0,889.0,4.7,683
114.0,113.0,212.0,568.0,2000.0,21009180.0,Action|Adventure|Drama|Thriller,45815,4397,4.0,222.0,PG-13,45000000.0,2004.0,845.0,6.1,1000
294.0,106.0,0.0,963.0,18000.0,94999143.0,Drama|Mystery|Sci-Fi|Thriller,245152,33645,0.0,1344.0,PG-13,75000000.0,2000.0,13000.0,7.2,0
308.0,91.0,22.0,1000.0,7000.0,336029560.0,Action|Animation|Comedy|Family|Sci-Fi,142403,13616,0.0,275.0,PG,74000000.0,2015.0,4000.0,6.4,70000
435.0,128.0,0.0,826.0,4000.0,36381716.0,Action|Fantasy,197584,7067,4.0,918.0,PG-13,82000000.0,2011.0,2000.0,6.1,42000
117.0,98.0,0.0,697.0,12000.0,55585389.0,Crime|Mystery|Thriller,64121,15269,1.0,241.0,R,69000000.0,1998.0,854.0,5.9,880
108.0,134.0,272.0,215.0,548.0,36976367.0,Drama|Mystery|Sci-Fi|Thriller,81611,1044,3.0,274.0,PG-13,75000000.0,1998.0,270.0,6.0,0
141.0,97.0,6.0,415.0,22000.0,107225164.0,Action|Animation|Comedy|Family,27130,24350,0.0,126.0,PG,73000000.0,2016.0,1000.0,6.3,14000
176.0,112.0,72.0,715.0,11000.0,70224196.0,Action|Adventure|Comedy|Romance|Thriller,59352,13827,0.0,138.0,PG-13,70000000.0,2008.0,1000.0,5.6,0
230.0,153.0,0.0,130.0,11000.0,51814190.0,Comedy|Drama,100837,11852,1.0,301.0,R,75000000.0,2009.0,561.0,6.4,0
234.0,110.0,532.0,461.0,3000.0,47456450.0,Action|Drama|Thriller,101386,5187,1.0,289.0,R,70000000.0,2007.0,638.0,7.1,0
164.0,122.0,285.0,989.0,8000.0,148213377.0,Action|Comedy|Sport,130776,12410,5.0,437.0,PG-13,73000000.0,2006.0,1000.0,6.6,0
91.0,87.0,41.0,574.0,1000.0,112950721.0,Comedy|Family|Fantasy,33884,3287,0.0,79.0,PG,72000000.0,2001.0,692.0,4.6,266
132.0,178.0,0.0,403.0,906.0,75600000.0,Biography|Drama|History|War,736638,1976,1.0,1065.0,R,72000000.0,1995.0,466.0,8.4,17000
262.0,125.0,0.0,210.0,15000.0,62647540.0,Action|Drama|War,143525,15850,0.0,657.0,R,70000000.0,2005.0,383.0,7.1,0
299.0,87.0,30.0,433.0,745.0,183132370.0,Adventure|Animation|Comedy,259083,3086,0.0,763.0,PG-13,75000000.0,2007.0,440.0,7.4,0
128.0,152.0,0.0,745.0,940.0,27796042.0,Drama|Romance,45031,4310,1.0,376.0,PG,72000000.0,2001.0,826.0,6.9,0
109.0,116.0,212.0,462.0,13000.0,32616869.0,Action|Drama|Sport,34435,14780,0.0,346.0,PG-13,72000000.0,2001.0,658.0,4.5,886
88.0,109.0,218.0,8.0,21.0,18947630.0,Adventure|Drama|Family,11798,55,0.0,124.0,PG,59660000.0,2004.0,17.0,7.1,2000
261.0,108.0,0.0,882.0,3000.0,114195633.0,Drama|Mystery|Romance|Thriller,193770,7273,0.0,2003.0,PG-13,60000000.0,2004.0,2000.0,6.5,0
73.0,85.0,84.0,595.0,1000.0,144156464.0,Comedy|Family|Fantasy,74343,4166,0.0,98.0,PG-13,71500000.0,1998.0,1000.0,5.3,694
208.0,106.0,0.0,242.0,710.0,227965690.0,Drama|Sci-Fi|Thriller,271592,1675,0.0,2335.0,PG-13,72000000.0,2002.0,529.0,6.7,0
205.0,93.0,80.0,48.0,692.0,436471036.0,Adventure|Animation|Comedy|Family|Fantasy|Romance,314630,1148,1.0,483.0,PG,150000000.0,2004.0,309.0,7.2,0
256.0,117.0,487.0,769.0,1000.0,244052771.0,Adventure|Animation|Comedy|Family|Sport,263853,4905,0.0,584.0,G,120000000.0,2006.0,843.0,7.2,0
103.0,116.0,0.0,995.0,8000.0,152149590.0,Comedy|Romance,74274,12790,2.0,255.0,PG,70000000.0,1999.0,3000.0,5.5,0
191.0,132.0,357.0,212.0,14000.0,141204016.0,Action|Adventure|Thriller,142569,14790,0.0,737.0,PG-13,70000000.0,2002.0,223.0,5.8,10000
147.0,92.0,5.0,726.0,870.0,162495848.0,Adventure|Animation|Comedy|Family|Fantasy,34359,5217,0.0,133.0,PG,74000000.0,2015.0,861.0,6.0,16000
79.0,139.0,2000.0,808.0,960.0,136448821.0,Crime|Thriller,98989,3667,1.0,158.0,R,80000000.0,1996.0,848.0,6.6,1000
486.0,153.0,16000.0,11000.0,13000.0,120523073.0,Adventure|Drama|War,885175,36741,1.0,1527.0,R,75000000.0,2009.0,11000.0,8.3,42000
75.0,142.0,14000.0,5000.0,49000.0,119654900.0,Adventure|Comedy|Family|Fantasy,182802,64259,1.0,363.0,PG,70000000.0,1991.0,8000.0,6.7,13000
245.0,101.0,420.0,467.0,12000.0,72660029.0,Action|Adventure,115687,16235,0.0,269.0,PG-13,100000000.0,2014.0,3000.0,6.0,21000
142.0,124.0,212.0,576.0,13000.0,117541000.0,Action|Thriller,269858,16595,0.0,316.0,R,70000000.0,1990.0,982.0,7.1,0
144.0,117.0,69.0,1000.0,10000.0,116643346.0,Action|Adventure|Crime|Thriller,119807,14486,1.0,340.0,PG-13,80000000.0,2003.0,1000.0,6.0,0
153.0,141.0,488.0,509.0,10000.0,100614858.0,Fantasy|Mystery|Romance|Sci-Fi|Thriller,206776,11458,1.0,1248.0,R,68000000.0,2001.0,834.0,6.9,0
284.0,110.0,0.0,559.0,3000.0,42272747.0,Drama|Fantasy|Mystery|Thriller,78635,5609,1.0,1040.0,PG-13,70000000.0,2006.0,579.0,5.6,0
247.0,109.0,545.0,727.0,886.0,80281096.0,Action|Horror|Sci-Fi|Thriller,143628,3222,0.0,1283.0,PG-13,60000000.0,2004.0,766.0,5.6,0
107.0,88.0,84.0,1000.0,1000.0,219613391.0,Animation|Comedy|Family|Fantasy|Music,31649,5227,0.0,98.0,PG,75000000.0,2009.0,1000.0,4.5,2000
141.0,124.0,130.0,841.0,4000.0,78120196.0,Action|Drama|History|War,103241,6181,0.0,742.0,R,75000000.0,2002.0,973.0,7.1,5000
358.0,119.0,845.0,992.0,18000.0,98895417.0,Action|Thriller,203154,31782,3.0,698.0,R,70000000.0,2013.0,11000.0,6.5,45000
160.0,103.0,906.0,748.0,1000.0,70117571.0,Action|Adventure|Sci-Fi|Thriller,56741,6207,0.0,515.0,PG,58000000.0,1998.0,906.0,6.4,1000
355.0,116.0,473.0,464.0,833.0,83552429.0,Action|Sci-Fi,154955,4001,0.0,800.0,PG-13,70000000.0,2011.0,697.0,5.8,25000
235.0,125.0,13000.0,883.0,12000.0,66257002.0,Adventure|Drama|Fantasy,350698,16138,0.0,816.0,PG-13,70000000.0,2003.0,1000.0,8.0,26000
59.0,125.0,0.0,184.0,443.0,65012000.0,Drama|Horror|Romance|Thriller,43559,1439,1.0,137.0,R,70000000.0,1994.0,277.0,6.2,0
388.0,146.0,14000.0,979.0,25000.0,79883359.0,Drama|War,116159,46726,1.0,488.0,PG-13,66000000.0,2011.0,19000.0,7.2,28000
371.0,118.0,0.0,559.0,13000.0,78031620.0,Drama|War,102248,27674,7.0,403.0,PG-13,70000000.0,2014.0,13000.0,6.1,34000
82.0,171.0,0.0,638.0,2000.0,54222000.0,Adventure|Drama|Sci-Fi|Thriller,131217,4074,0.0,380.0,PG-13,69500000.0,1989.0,650.0,7.6,0
297.0,136.0,0.0,17.0,903.0,52474616.0,Drama,84118,1579,2.0,245.0,PG-13,70000000.0,2010.0,592.0,6.3,13000
261.0,92.0,28.0,423.0,3000.0,55942830.0,Action|Drama|Fantasy|Horror|War,138582,5178,1.0,423.0,PG-13,70000000.0,2014.0,692.0,6.3,37000
120.0,116.0,380.0,774.0,18000.0,40932372.0,Action|Thriller,58023,32563,0.0,281.0,R,70000000.0,1998.0,13000.0,6.3,0
228.0,127.0,905.0,271.0,15000.0,38345403.0,Adventure|Family|Fantasy|Romance,212085,16034,8.0,492.0,PG-13,70000000.0,2007.0,588.0,7.7,15000
76.0,136.0,218.0,400.0,11000.0,37901509.0,Adventure|Biography|Drama|History|War,96385,12226,1.0,119.0,PG-13,70000000.0,1997.0,691.0,7.0,0
185.0,111.0,2000.0,244.0,17000.0,48430355.0,Comedy|Drama,43709,18510,2.0,141.0,PG-13,70000000.0,2011.0,1000.0,5.3,0
128.0,116.0,541.0,384.0,12000.0,30157016.0,Action|Adventure|Comedy|Thriller,39659,12993,2.0,189.0,PG-13,70000000.0,2002.0,405.0,5.6,792
237.0,113.0,43.0,452.0,12000.0,28031250.0,Action|Adventure|Horror|Sci-Fi,88146,13517,0.0,814.0,R,60000000.0,2005.0,585.0,5.2,0
105.0,97.0,84.0,150.0,989.0,33105600.0,Action|Adventure|Comedy|Thriller,41663,1576,1.0,141.0,PG-13,70000000.0,2002.0,229.0,5.4,531
242.0,88.0,24.0,324.0,5000.0,62321039.0,Action|Fantasy|Horror,117096,5861,1.0,271.0,R,70000000.0,2012.0,327.0,6.4,24000
360.0,136.0,163.0,66.0,394.0,38509342.0,Comedy|Drama|Musical|Romance,61995,712,7.0,356.0,PG-13,75000000.0,2012.0,217.0,5.9,33000
112.0,125.0,40.0,407.0,13000.0,19076815.0,Drama|War,43651,15916,0.0,196.0,R,60000000.0,2002.0,787.0,6.3,997
189.0,116.0,5.0,748.0,26000.0,25093607.0,Action|Crime|Thriller,105556,49608,2.0,157.0,R,35000000.0,2011.0,22000.0,6.5,17000
151.0,98.0,323.0,390.0,1000.0,18990542.0,Action|Sci-Fi|Sport,22264,2763,3.0,289.0,R,70000000.0,2002.0,841.0,3.0,584
92.0,91.0,8.0,298.0,349.0,14294842.0,Action|Crime|Sci-Fi|Thriller,16761,1846,1.0,277.0,R,70000000.0,2002.0,324.0,3.6,391
79.0,97.0,13.0,695.0,11000.0,19819494.0,Action|Crime|Drama|Thriller,26893,13628,0.0,126.0,R,70000000.0,1998.0,893.0,5.8,815
81.0,95.0,101.0,443.0,2000.0,13596911.0,Action|Adventure|Animation|Comedy|Crime|Family|Fantasy,25572,3734,0.0,123.0,PG,70000000.0,2001.0,509.0,6.2,2000
51.0,88.0,6.0,854.0,2000.0,8460990.0,Adventure|Animation|Family|Fantasy|Musical,5116,6946,1.0,54.0,PG,70000000.0,2013.0,1000.0,5.6,5000
261.0,133.0,0.0,301.0,26000.0,7097125.0,Action|Crime|Drama|Mystery|Thriller,38983,28129,1.0,207.0,R,70000000.0,2015.0,326.0,5.4,11000
197.0,106.0,14.0,582.0,11000.0,37760080.0,Action|Adventure|Mystery|Sci-Fi|Thriller,72868,12871,2.0,618.0,PG,70000000.0,2004.0,1000.0,6.1,0
159.0,116.0,105.0,246.0,844.0,5851188.0,Crime|Mystery|Thriller,31124,1899,1.0,313.0,R,70000000.0,2006.0,729.0,4.2,764
286.0,115.0,101.0,585.0,13000.0,25121291.0,Action|Crime|Mystery|Sci-Fi|Thriller,177653,15708,1.0,279.0,R,50000000.0,2013.0,1000.0,6.7,34000
156.0,99.0,212.0,182.0,576.0,18821279.0,Action|Adventure|Fantasy,44891,1520,0.0,202.0,PG-13,70000000.0,2014.0,358.0,4.2,12000
176.0,124.0,31.0,497.0,11000.0,118471320.0,Action|Drama|Thriller,86504,12556,0.0,568.0,PG-13,68000000.0,2002.0,655.0,6.4,0
293.0,124.0,171.0,10000.0,21000.0,300523113.0,Adventure|Drama|Fantasy|Romance,184637,52547,3.0,498.0,PG-13,68000000.0,2010.0,17000.0,4.9,29000
141.0,124.0,0.0,580.0,22000.0,71069884.0,Crime|Drama|Thriller,101899,32871,0.0,445.0,R,68000000.0,2001.0,10000.0,6.8,0
304.0,87.0,275.0,975.0,7000.0,251501645.0,Animation|Comedy|Family,385943,11608,0.0,296.0,PG,69000000.0,2010.0,2000.0,7.7,31000
40.0,105.0,29.0,97.0,584.0,35324232.0,Action|Comedy|Crime|Drama|Thriller,32224,1132,1.0,62.0,R,68000000.0,1995.0,220.0,5.6,617
280.0,125.0,3000.0,3000.0,14000.0,81257500.0,Comedy,117739,30010,0.0,229.0,R,68000000.0,2015.0,11000.0,6.4,30000
180.0,141.0,448.0,334.0,614.0,617840.0,Adventure|Drama|History|Romance,52496,1829,2.0,172.0,R,70000000.0,2009.0,451.0,7.2,29000
125.0,121.0,18.0,776.0,1000.0,29655590.0,Action|Comedy|Fantasy|Sci-Fi,53970,3986,4.0,435.0,PG-13,65000000.0,1999.0,855.0,6.0,0
237.0,111.0,101.0,681.0,966.0,45045037.0,Comedy|Romance,103230,3393,3.0,143.0,R,36000000.0,2011.0,919.0,5.9,10000
209.0,157.0,0.0,680.0,14000.0,28965197.0,Biography|Drama|Thriller,133526,18216,1.0,521.0,R,68000000.0,1999.0,826.0,7.9,0
238.0,128.0,0.0,135.0,29000.0,39380442.0,Action|Drama|Thriller,174248,29824,1.0,263.0,R,70000000.0,2008.0,149.0,7.1,0
393.0,105.0,335.0,911.0,3000.0,37516013.0,Action|Fantasy|Horror,128629,8281,0.0,348.0,R,69000000.0,2012.0,3000.0,5.9,98000
138.0,113.0,36.0,232.0,537.0,87704396.0,Action|Crime|Romance|Thriller,88132,1302,1.0,274.0,PG-13,66000000.0,1999.0,427.0,6.2,0
142.0,121.0,38.0,745.0,940.0,83892374.0,Drama|Mystery|Sci-Fi|Thriller,85720,4230,0.0,297.0,PG-13,66000000.0,1998.0,826.0,7.0,0
90.0,102.0,4.0,112.0,14000.0,5932060.0,Action|Adventure|Fantasy|War,29285,14625,0.0,174.0,PG-13,35000000.0,2007.0,394.0,5.4,0
219.0,169.0,14000.0,13000.0,15000.0,216119491.0,Action|Drama|War,881236,44998,2.0,2277.0,R,70000000.0,1998.0,14000.0,8.6,22000
327.0,132.0,76.0,464.0,3000.0,43568507.0,Action|Crime|Drama|Thriller,136954,7081,1.0,346.0,PG-13,66000000.0,2014.0,3000.0,6.5,32000
149.0,127.0,278.0,912.0,2000.0,182805123.0,Comedy|Fantasy|Romance,158864,5838,1.0,395.0,PG-13,70000000.0,2000.0,955.0,6.4,0
193.0,103.0,77.0,835.0,1000.0,176387405.0,Adventure|Animation|Comedy|Family,328159,5437,0.0,467.0,PG,59000000.0,2002.0,939.0,7.6,3000
175.0,136.0,759.0,354.0,11000.0,33685268.0,Drama|Horror|Sci-Fi|Thriller,75573,12194,1.0,662.0,R,68000000.0,2003.0,599.0,5.5,4000
538.0,150.0,14000.0,655.0,23000.0,182204440.0,Biography|Drama|History|War,197412,25517,0.0,720.0,PG-13,65000000.0,2012.0,826.0,7.4,71000
313.0,136.0,0.0,99.0,18000.0,171383253.0,Action|Sci-Fi,1217752,18563,3.0,3646.0,R,63000000.0,1999.0,145.0,8.7,25000
159.0,140.0,2000.0,552.0,15000.0,172071312.0,Adventure|Drama|History,208817,17171,0.0,296.0,PG,62000000.0,1995.0,968.0,7.6,5000
196.0,113.0,719.0,217.0,605.0,119412921.0,Action|Sci-Fi,240241,1441,0.0,391.0,R,65000000.0,1990.0,308.0,7.5,0
80.0,104.0,54.0,775.0,901.0,139225854.0,Comedy|Family|Fantasy,34561,5265,0.0,116.0,G,60000000.0,2002.0,857.0,5.5,1000
488.0,158.0,0.0,11000.0,20000.0,148775460.0,Drama|Musical|Romance,243834,46204,1.0,845.0,PG-13,61000000.0,2012.0,13000.0,7.6,144000
153.0,119.0,0.0,744.0,15000.0,115731542.0,Comedy|Drama|Romance,151812,17768,2.0,556.0,PG,65000000.0,1998.0,793.0,6.5,0
173.0,106.0,285.0,105.0,8000.0,100468793.0,Comedy,212499,11264,2.0,277.0,R,65000000.0,2008.0,3000.0,6.9,0
156.0,136.0,258.0,94.0,12000.0,93771072.0,Action|Adventure|Comedy|Romance|Thriller|Western,135404,12396,0.0,318.0,PG-13,65000000.0,1998.0,174.0,6.7,0
307.0,95.0,480.0,490.0,21000.0,100448498.0,Comedy|Drama,272789,23018,3.0,285.0,R,65000000.0,2010.0,561.0,6.6,25000
322.0,137.0,11000.0,465.0,769.0,115603980.0,Biography|Drama|Sport|War,103589,2938,0.0,351.0,PG-13,65000000.0,2014.0,698.0,7.2,35000
169.0,130.0,16000.0,416.0,16000.0,90454043.0,Action|Adventure|Thriller,60165,17771,1.0,326.0,PG-13,65000000.0,2000.0,495.0,6.4,0
74.0,124.0,212.0,369.0,13000.0,84049211.0,Action|Adventure|Thriller,96096,15229,1.0,172.0,R,70000000.0,1993.0,730.0,6.4,0
72.0,108.0,610.0,461.0,848.0,70450000.0,Action|Crime|Thriller,77390,2913,2.0,189.0,R,50000000.0,1996.0,517.0,6.0,0
86.0,104.0,226.0,577.0,13000.0,69688384.0,Comedy|Family|Fantasy,34473,16452,1.0,139.0,PG,60000000.0,2000.0,718.0,6.1,0
242.0,129.0,0.0,625.0,12000.0,70236496.0,Drama|History|Thriller,67395,14421,0.0,564.0,PG-13,63000000.0,2006.0,1000.0,6.0,0
141.0,117.0,179.0,403.0,8000.0,63695760.0,Drama,61490,12850,1.0,264.0,PG-13,65000000.0,2003.0,4000.0,6.4,0
313.0,99.0,119.0,174.0,600.0,59617068.0,Comedy|Romance,213863,1375,0.0,310.0,R,65000000.0,2012.0,346.0,6.4,59000
280.0,159.0,0.0,521.0,10000.0,55637680.0,Drama|Mystery|Thriller,227071,11424,1.0,1500.0,R,65000000.0,1999.0,580.0,7.3,10000
176.0,118.0,87.0,929.0,2000.0,85911262.0,Comedy|Drama|Family|Musical,24735,4796,6.0,213.0,PG,65000000.0,2014.0,1000.0,5.2,16000
279.0,105.0,43.0,523.0,10000.0,53846915.0,Comedy|Crime|Drama|Romance,149337,11943,0.0,221.0,R,50100000.0,2015.0,806.0,6.6,23000
241.0,103.0,368.0,520.0,27000.0,54758461.0,Action|Comedy|Romance,147641,29808,3.0,238.0,PG-13,65000000.0,2012.0,1000.0,6.3,18000
185.0,122.0,687.0,957.0,16000.0,52397389.0,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,132954,19764,0.0,514.0,R,65000000.0,2004.0,1000.0,5.9,0
117.0,143.0,0.0,210.0,509.0,38966057.0,Comedy|Drama,23940,1409,0.0,157.0,R,65000000.0,1998.0,317.0,6.7,688
239.0,96.0,545.0,974.0,14000.0,42345531.0,Action|Horror|Sci-Fi|Thriller,104831,17913,0.0,423.0,R,65000000.0,2012.0,1000.0,5.4,32000
230.0,111.0,545.0,805.0,26000.0,36064910.0,Action|Sci-Fi|Thriller,166610,28643,4.0,211.0,R,45000000.0,2008.0,872.0,6.4,0
94.0,121.0,212.0,263.0,394.0,33328051.0,Action|Crime|Drama|Mystery|Thriller,60508,1531,2.0,285.0,R,65000000.0,1996.0,380.0,6.7,4000
134.0,135.0,138.0,184.0,324.0,32598931.0,Action|Drama|Thriller,49300,1013,1.0,265.0,R,65000000.0,2000.0,192.0,6.2,892
136.0,101.0,4000.0,539.0,17000.0,28045540.0,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,67707,32232,0.0,202.0,PG,65000000.0,2005.0,14000.0,6.1,0
315.0,151.0,21000.0,637.0,11000.0,37023395.0,Drama,1347461,13209,2.0,2968.0,R,63000000.0,1999.0,783.0,8.8,48000
96.0,131.0,368.0,383.0,11000.0,43532294.0,Drama|Sport,46951,12088,0.0,175.0,PG,65000000.0,2006.0,529.0,7.1,0
60.0,100.0,36.0,554.0,13000.0,17218080.0,Action|Adventure|Comedy,43376,15944,0.0,249.0,R,70000000.0,1991.0,773.0,5.7,0
60.0,105.0,0.0,506.0,975.0,10014234.0,Comedy|Crime,8560,3580,1.0,69.0,R,65000000.0,2000.0,909.0,5.0,177
308.0,92.0,72.0,568.0,623.0,19059018.0,Action|Fantasy|Sci-Fi|Thriller,65709,3165,0.0,194.0,PG-13,65000000.0,2014.0,593.0,5.1,15000
127.0,130.0,2000.0,25.0,268.0,1987287.0,Crime|Drama,25474,450,0.0,138.0,PG-13,50000000.0,2005.0,85.0,6.9,0
196.0,100.0,38.0,1000.0,3000.0,24407944.0,Action|Crime|Fantasy|Thriller,71202,7048,0.0,380.0,PG-13,43000000.0,2005.0,1000.0,4.8,0
339.0,102.0,436.0,6000.0,23000.0,13750556.0,Action|Crime|Thriller,111102,49433,3.0,239.0,R,65000000.0,2014.0,13000.0,6.5,32000
96.0,133.0,521.0,970.0,11000.0,31054924.0,Drama|Mystery|Romance,17025,16710,1.0,290.0,R,64000000.0,1999.0,1000.0,5.1,295
361.0,121.0,175.0,221.0,963.0,43247140.0,Adventure|Biography|Drama|History|Sport|Thriller,134625,2131,0.0,265.0,PG-13,55000000.0,2015.0,580.0,7.1,40000
226.0,147.0,670.0,16.0,177.0,2208939.0,Crime|Drama|Fantasy,190490,253,0.0,482.0,R,50000000.0,2006.0,27.0,7.5,26000
194.0,94.0,116.0,481.0,645.0,213079163.0,Action|Comedy|Crime,162909,2725,2.0,795.0,PG-13,63000000.0,2002.0,522.0,6.2,0
138.0,94.0,42.0,668.0,12000.0,19548064.0,Action|Animation|Comedy|Family|Sci-Fi,25681,23365,1.0,77.0,PG,65000000.0,2009.0,9000.0,6.3,0
308.0,127.0,14000.0,191.0,967.0,356784000.0,Adventure|Sci-Fi|Thriller,613473,2129,0.0,895.0,PG-13,63000000.0,1993.0,610.0,8.1,19000
40.0,212.0,759.0,812.0,2000.0,25052000.0,Adventure|Biography|Crime|Drama|Western,35314,5708,0.0,145.0,PG-13,63000000.0,1994.0,925.0,6.6,0
42.0,141.0,176.0,672.0,11000.0,122012710.0,Action|Crime|Drama|Thriller,69663,14178,1.0,133.0,PG-13,62000000.0,1994.0,913.0,6.9,0
68.0,103.0,10.0,7.0,21.0,72413.0,Action|Adventure|Drama|History,11584,58,3.0,86.0,R,65000000.0,2015.0,18.0,6.1,0
78.0,98.0,322.0,723.0,979.0,58255287.0,Comedy|Crime,39471,6334,1.0,187.0,PG-13,64000000.0,2006.0,862.0,4.3,0
178.0,116.0,84.0,563.0,11000.0,77086030.0,Action|War,65297,14931,0.0,602.0,PG-13,62000000.0,2000.0,919.0,6.6,0
75.0,114.0,0.0,452.0,524.0,65000000.0,Comedy|Drama|Romance,43027,2668,0.0,214.0,PG-13,62000000.0,1995.0,517.0,6.8,0
150.0,87.0,12.0,645.0,3000.0,32178777.0,Comedy|Romance|Sport,43300,6658,6.0,250.0,PG-13,62000000.0,2008.0,966.0,3.8,0
113.0,125.0,11.0,867.0,11000.0,15738632.0,Action|Comedy|Crime|Thriller,38076,14536,2.0,399.0,R,42000000.0,2001.0,904.0,5.9,0
596.0,187.0,16000.0,1000.0,46000.0,54116191.0,Crime|Drama|Mystery|Thriller|Western,272839,49912,1.0,1018.0,R,44000000.0,2015.0,1000.0,7.9,114000
191.0,93.0,8.0,970.0,8000.0,118153533.0,Comedy|Sport,129995,13232,2.0,246.0,PG-13,61000000.0,2007.0,1000.0,6.3,0
156.0,95.0,25.0,439.0,989.0,108012170.0,Adventure|Animation|Comedy|Family|Fantasy,24089,2558,0.0,82.0,PG,63000000.0,2011.0,664.0,5.5,0
460.0,117.0,0.0,447.0,18000.0,210592590.0,Action|Drama|Fantasy|War,607235,32360,0.0,2073.0,R,65000000.0,2006.0,13000.0,7.7,13000
141.0,106.0,116.0,708.0,22000.0,279167575.0,Comedy|Romance,211296,24938,6.0,428.0,PG-13,80000000.0,2004.0,713.0,6.3,0
180.0,115.0,64.0,664.0,2000.0,143151473.0,Comedy|Drama|Family,116681,4811,0.0,320.0,PG,60000000.0,2008.0,899.0,7.1,11000
186.0,189.0,0.0,693.0,15000.0,136801374.0,Crime|Drama|Fantasy|Mystery,782610,17716,0.0,1377.0,R,60000000.0,1999.0,745.0,8.5,30000
161.0,81.0,10.0,397.0,925.0,135381507.0,Adventure|Animation|Comedy|Family|Sci-Fi,63912,2252,0.0,251.0,G,150000000.0,2005.0,729.0,5.8,912
568.0,149.0,21000.0,625.0,835.0,167735396.0,Crime|Drama|Mystery|Thriller,569841,4348,0.0,1127.0,R,61000000.0,2014.0,812.0,8.1,146000
249.0,119.0,218.0,73.0,13000.0,121468960.0,Action|Mystery|Thriller,407601,13249,1.0,849.0,PG-13,60000000.0,2002.0,147.0,7.9,0
137.0,130.0,258.0,345.0,394.0,106635996.0,Action|Adventure|Thriller,199025,1784,2.0,416.0,PG-13,58000000.0,1995.0,387.0,7.2,0
113.0,116.0,165.0,475.0,577.0,102678089.0,Drama|Mystery|Thriller,42705,2321,0.0,274.0,R,95000000.0,1999.0,501.0,6.3,885
213.0,103.0,608.0,576.0,2000.0,125603360.0,Comedy|Drama|Sci-Fi,667983,3698,1.0,877.0,PG,60000000.0,1998.0,617.0,8.1,18000
120.0,99.0,59.0,145.0,770.0,101217900.0,Adventure|Animation|Biography|Drama|Family|Fantasy|Musical,91093,1195,2.0,353.0,PG,70000000.0,1998.0,263.0,7.0,0
81.0,92.0,41.0,522.0,1000.0,104148781.0,Comedy|Family,49486,4050,1.0,116.0,PG,60000000.0,2003.0,955.0,5.5,886
265.0,109.0,175.0,459.0,18000.0,75573300.0,Action|Comedy|Crime|Drama|Thriller,156898,20148,1.0,172.0,R,61000000.0,2013.0,497.0,6.7,22000
105.0,87.0,6.0,405.0,3000.0,93375151.0,Action|Comedy|Family|Fantasy,46031,4171,0.0,235.0,PG,60000000.0,2001.0,664.0,5.2,0
155.0,111.0,473.0,82.0,26000.0,106126012.0,Action|Crime|Thriller,285623,35084,6.0,497.0,PG-13,60000000.0,2003.0,9000.0,7.0,0
118.0,101.0,30.0,268.0,1000.0,93307796.0,Comedy|Romance,85673,2636,2.0,269.0,PG-13,60000000.0,2002.0,976.0,6.1,0
131.0,83.0,35.0,754.0,13000.0,90646554.0,Adventure|Animation|Comedy|Family,124641,25788,0.0,289.0,PG,105000000.0,1998.0,11000.0,6.6,0
166.0,113.0,0.0,721.0,4000.0,109176215.0,Comedy,83506,8172,6.0,144.0,PG-13,60000000.0,2009.0,722.0,5.5,0
60.0,107.0,12000.0,695.0,10000.0,82670733.0,Action|Drama|Sport,60476,14006,0.0,97.0,PG-13,60000000.0,1990.0,3000.0,5.9,0
77.0,94.0,163.0,2000.0,12000.0,82569532.0,Adventure|Comedy|Family,42737,20348,6.0,128.0,PG,60000000.0,2005.0,3000.0,5.4,781
